year,month,day,decimal,average,ndays,1_year_ago,10_years_ago,increase_since_1800
2000.0,3.0,19.0,2000.2145,371.05,6.0,370.48,355.43,89.3
2000.0,3.0,26.0,2000.2336,371.29,7.0,370.9,356.24,89.28
2000.0,4.0,2.0,2000.2527,371.23,7.0,371.69,356.39,88.97
2000.0,4.0,9.0,2000.2719,372.17,6.0,371.75,356.13,89.69
2000.0,4.0,16.0,2000.291,372.5,6.0,370.6,356.32,89.82
2000.0,4.0,23.0,2000.3101,372.08,6.0,370.77,356.71,89.26
2000.0,4.0,30.0,2000.3292,371.07,7.0,371.67,357.31,88.16
2000.0,5.0,7.0,2000.3484,372.04,6.0,371.32,357.59,89.11
2000.0,5.0,14.0,2000.3675,371.67,7.0,370.87,357.24,88.77
2000.0,5.0,21.0,2000.3866,372.24,7.0,370.88,357.33,89.42
2000.0,5.0,28.0,2000.4057,372.04,5.0,370.86,357.38,89.35
2000.0,6.0,4.0,2000.4249,372.08,6.0,370.65,356.87,89.57
2000.0,6.0,11.0,2000.444,371.83,7.0,370.55,356.22,89.54
2000.0,6.0,18.0,2000.4631,371.95,6.0,370.07,356.1,89.93
2000.0,6.0,25.0,2000.4822,371.41,7.0,369.99,355.97,89.69
2000.0,7.0,2.0,2000.5014,370.38,6.0,370.12,356.01,89.03
2000.0,7.0,9.0,2000.5205,370.31,7.0,370.45,354.84,89.37
2000.0,7.0,16.0,2000.5396,370.1,5.0,369.33,354.38,89.62
2000.0,7.0,23.0,2000.5587,369.35,4.0,368.51,354.34,89.37
2000.0,7.0,30.0,2000.5779,369.08,7.0,367.72,353.83,89.64
2000.0,8.0,6.0,2000.597,368.62,7.0,367.71,353.17,89.74
2000.0,8.0,13.0,2000.6161,368.4,7.0,366.82,353.48,90.06
2000.0,8.0,20.0,2000.6352,367.68,5.0,366.45,352.85,89.86
2000.0,8.0,27.0,2000.6544,367.7,5.0,365.67,351.54,90.35
2000.0,9.0,3.0,2000.6735,367.32,6.0,364.27,351.16,90.35
2000.0,9.0,10.0,2000.6926,367.33,6.0,365.16,351.06,90.65
2000.0,9.0,17.0,2000.7117,366.86,7.0,365.33,351.66,90.36
2000.0,9.0,24.0,2000.7309,366.86,5.0,364.8,351.5,90.42
2000.0,10.0,1.0,2000.75,366.78,7.0,365.22,351.38,90.31
2000.0,10.0,8.0,2000.7691,366.88,7.0,365.4,351.57,90.28
2000.0,10.0,15.0,2000.7883,367.13,6.0,365.61,351.62,90.33
2000.0,10.0,22.0,2000.8074,367.62,7.0,365.81,351.86,90.55
2000.0,10.0,29.0,2000.8265,368.0,7.0,366.1,352.35,90.62
2000.0,11.0,5.0,2000.8456,368.2,5.0,366.72,352.74,90.5
2000.0,11.0,12.0,2000.8648,368.75,7.0,366.89,353.24,90.71
2000.0,11.0,19.0,2000.8839,368.64,4.0,367.22,353.52,90.26
2000.0,11.0,26.0,2000.903,368.86,6.0,367.57,353.67,90.16
2000.0,12.0,3.0,2000.9221,369.84,7.0,367.93,353.92,90.84
2000.0,12.0,10.0,2000.9413,369.83,7.0,368.06,354.32,90.55
2000.0,12.0,17.0,2000.9604,369.81,7.0,368.43,354.44,90.28
2000.0,12.0,24.0,2000.9795,370.02,7.0,368.88,354.92,90.27
2000.0,12.0,31.0,2000.9986,370.34,7.0,368.87,354.7,90.45
2001.0,1.0,7.0,2001.0178,370.46,7.0,369.05,354.65,90.4
2001.0,1.0,14.0,2001.037,370.84,6.0,369.74,355.22,90.63
2001.0,1.0,21.0,2001.0562,370.69,7.0,370.42,354.85,90.34
2001.0,1.0,28.0,2001.0753,371.53,7.0,369.54,355.44,91.06
2001.0,2.0,4.0,2001.0945,371.76,6.0,369.51,355.44,91.16
2001.0,2.0,11.0,2001.1137,372.14,6.0,369.93,356.14,91.41
2001.0,2.0,18.0,2001.1329,371.66,7.0,369.67,356.36,90.77
2001.0,2.0,25.0,2001.1521,371.9,7.0,370.15,356.16,90.85
2001.0,3.0,4.0,2001.1712,372.37,5.0,370.24,357.1,91.11
2001.0,3.0,11.0,2001.1904,372.67,7.0,370.71,357.85,91.19
2001.0,3.0,18.0,2001.2096,372.72,7.0,371.21,357.04,91.0
2001.0,3.0,25.0,2001.2288,372.58,5.0,371.07,357.61,90.61
2001.0,4.0,1.0,2001.2479,372.63,7.0,371.28,358.66,90.42
2001.0,4.0,8.0,2001.2671,373.79,7.0,371.91,357.87,91.35
2001.0,4.0,15.0,2001.2863,373.9,7.0,372.71,359.0,91.25
2001.0,4.0,22.0,2001.3055,373.79,7.0,372.07,359.33,90.99
2001.0,4.0,29.0,2001.3247,373.73,5.0,371.06,359.27,90.82
2001.0,5.0,6.0,2001.3438,374.12,4.0,371.96,358.94,91.15
2001.0,5.0,13.0,2001.363,373.88,4.0,371.59,359.65,90.92
2001.0,5.0,20.0,2001.3822,374.09,7.0,372.3,359.54,91.19
2001.0,5.0,27.0,2001.4014,374.07,7.0,371.98,358.72,91.29
2001.0,6.0,3.0,2001.4205,373.65,5.0,372.06,358.42,91.04
2001.0,6.0,10.0,2001.4397,373.23,5.0,371.85,358.5,90.85
2001.0,6.0,17.0,2001.4589,373.3,7.0,371.99,358.18,91.18
2001.0,6.0,24.0,2001.4781,373.2,7.0,371.49,357.75,91.4
2001.0,7.0,1.0,2001.4973,372.66,7.0,370.49,357.31,91.24
2001.0,7.0,8.0,2001.5164,371.51,4.0,370.37,356.69,90.51
2001.0,7.0,15.0,2001.5356,371.48,7.0,370.15,356.01,90.94
2001.0,7.0,22.0,2001.5548,371.04,5.0,369.58,355.25,91.02
2001.0,7.0,29.0,2001.574,371.06,3.0,369.15,355.55,91.57
2001.0,8.0,5.0,2001.5932,370.09,7.0,368.68,354.65,91.14
2001.0,8.0,12.0,2001.6123,369.36,6.0,368.37,354.09,90.96
2001.0,8.0,19.0,2001.6315,369.48,7.0,367.87,353.24,91.58
2001.0,8.0,26.0,2001.6507,369.45,7.0,367.63,353.1,92.01
2001.0,9.0,2.0,2001.6699,368.5,7.0,367.41,353.07,91.44
2001.0,9.0,9.0,2001.689,368.72,6.0,367.33,352.41,91.95
2001.0,9.0,16.0,2001.7082,368.21,7.0,366.89,352.0,91.64
2001.0,9.0,23.0,2001.7274,367.97,6.0,366.87,351.96,91.49
2001.0,9.0,30.0,2001.7466,368.21,7.0,366.83,351.74,91.72
2001.0,10.0,7.0,2001.7658,368.46,7.0,366.78,352.2,91.87
2001.0,10.0,14.0,2001.7849,368.33,7.0,367.17,352.62,91.56
2001.0,10.0,21.0,2001.8041,368.87,7.0,367.51,352.81,91.86
2001.0,10.0,28.0,2001.8233,369.29,7.0,367.94,353.14,91.99
2001.0,11.0,4.0,2001.8425,369.29,6.0,368.21,353.84,91.67
2001.0,11.0,11.0,2001.8616,370.01,3.0,368.66,353.8,92.06
2001.0,11.0,18.0,2001.8808,370.39,6.0,368.66,353.95,92.12
2001.0,11.0,25.0,2001.9,370.61,7.0,368.78,354.28,92.01
2001.0,12.0,2.0,2001.9192,370.96,7.0,369.69,354.72,92.06
2001.0,12.0,9.0,2001.9384,371.4,6.0,369.9,354.99,92.22
2001.0,12.0,16.0,2001.9575,371.44,7.0,369.77,355.3,92.0
2001.0,12.0,23.0,2001.9767,371.87,6.0,370.02,355.65,92.2
2001.0,12.0,30.0,2001.9959,372.38,7.0,370.26,356.5,92.53
2002.0,1.0,6.0,2002.0151,372.38,7.0,370.36,356.27,92.32
2002.0,1.0,13.0,2002.0342,372.91,7.0,371.01,356.6,92.67
2002.0,1.0,20.0,2002.0534,372.75,7.0,370.52,356.18,92.34
2002.0,1.0,27.0,2002.0726,372.99,4.0,371.58,356.32,92.41
2002.0,2.0,3.0,2002.0918,373.13,7.0,371.82,357.09,92.4
2002.0,2.0,10.0,2002.111,373.18,7.0,371.83,357.24,92.3
2002.0,2.0,17.0,2002.1301,373.26,7.0,371.81,357.3,92.23
2002.0,2.0,24.0,2002.1493,373.91,7.0,371.67,357.18,92.72
2002.0,3.0,3.0,2002.1685,374.06,6.0,372.51,356.93,92.68
2002.0,3.0,10.0,2002.1877,374.31,7.0,372.69,358.06,92.72
2002.0,3.0,17.0,2002.2068,374.81,5.0,372.69,358.41,93.01
2002.0,3.0,24.0,2002.226,374.45,3.0,372.45,359.0,92.42
2002.0,3.0,31.0,2002.2452,374.43,7.0,372.73,358.22,92.17
2002.0,4.0,7.0,2002.2644,374.7,7.0,373.69,359.26,92.22
2002.0,4.0,14.0,2002.2836,375.4,6.0,373.76,359.5,92.73
2002.0,4.0,21.0,2002.3027,375.59,7.0,373.85,359.58,92.76
2002.0,4.0,28.0,2002.3219,376.23,7.0,373.74,359.52,93.28
2002.0,5.0,5.0,2002.3411,375.76,6.0,374.12,359.83,92.76
2002.0,5.0,12.0,2002.3603,375.23,6.0,373.88,358.8,92.23
2002.0,5.0,19.0,2002.3795,376.1,7.0,374.03,359.57,93.15
2002.0,5.0,26.0,2002.3986,376.41,7.0,374.15,360.58,93.58
2002.0,6.0,2.0,2002.4178,376.07,7.0,373.8,360.51,93.41
2002.0,6.0,9.0,2002.437,375.62,7.0,373.25,359.63,93.18
2002.0,6.0,16.0,2002.4562,375.4,5.0,373.27,358.98,93.23
2002.0,6.0,23.0,2002.4753,375.66,7.0,373.26,358.81,93.82
2002.0,6.0,30.0,2002.4945,374.99,7.0,372.8,358.81,93.52
2002.0,7.0,7.0,2002.5137,374.63,7.0,371.58,357.6,93.59
2002.0,7.0,14.0,2002.5329,374.09,4.0,371.46,356.9,93.52
2002.0,7.0,21.0,2002.5521,373.51,5.0,371.08,356.64,93.45
2002.0,7.0,28.0,2002.5712,373.49,6.0,371.34,355.46,93.97
2002.0,8.0,4.0,2002.5904,372.75,6.0,370.24,355.39,93.78
2002.0,8.0,11.0,2002.6096,371.98,6.0,369.31,355.66,93.56
2002.0,8.0,18.0,2002.6288,371.5,7.0,369.5,355.28,93.6
2002.0,8.0,25.0,2002.6479,371.11,6.0,369.55,354.31,93.68
2002.0,9.0,1.0,2002.6671,370.43,5.0,368.55,352.92,93.4
2002.0,9.0,8.0,2002.6863,371.81,5.0,368.65,354.27,95.09
2002.0,9.0,15.0,2002.7055,371.01,6.0,368.37,352.67,94.51
2002.0,9.0,22.0,2002.7247,370.67,5.0,367.97,352.61,94.28
2002.0,9.0,29.0,2002.7438,370.05,7.0,368.13,353.12,93.66
2002.0,10.0,6.0,2002.763,370.08,7.0,368.45,353.23,93.6
2002.0,10.0,13.0,2002.7822,371.41,7.0,368.31,353.6,94.76
2002.0,10.0,20.0,2002.8014,370.87,7.0,368.84,353.36,93.99
2002.0,10.0,27.0,2002.8205,371.24,7.0,369.28,353.36,94.07
2002.0,11.0,3.0,2002.8397,372.14,7.0,369.26,354.27,94.66
2002.0,11.0,10.0,2002.8589,372.04,7.0,369.94,354.06,94.23
2002.0,11.0,17.0,2002.8781,372.91,7.0,370.34,354.4,94.77
2002.0,11.0,24.0,2002.8973,372.94,6.0,370.58,354.86,94.49
2002.0,12.0,1.0,2002.9164,373.23,7.0,370.93,354.96,94.46
2002.0,12.0,8.0,2002.9356,373.77,7.0,371.34,355.44,94.72
2002.0,12.0,15.0,2002.9548,373.75,7.0,371.38,355.56,94.42
2002.0,12.0,22.0,2002.974,374.66,7.0,371.88,356.18,95.07
2002.0,12.0,29.0,2002.9932,374.88,7.0,372.28,356.47,95.06
2003.0,1.0,5.0,2003.0123,374.73,7.0,372.28,357.2,94.7
2003.0,1.0,12.0,2003.0315,375.21,7.0,372.84,357.18,94.97
2003.0,1.0,19.0,2003.0507,375.11,6.0,372.92,356.94,94.69
2003.0,1.0,26.0,2003.0699,375.48,7.0,372.78,357.42,94.9
2003.0,2.0,2.0,2003.089,375.35,7.0,373.01,357.11,94.62
2003.0,2.0,9.0,2003.1082,375.3,7.0,373.33,357.31,94.42
2003.0,2.0,16.0,2003.1274,376.57,7.0,373.22,357.37,95.54
2003.0,2.0,23.0,2003.1466,376.2,6.0,373.93,357.88,95.03
2003.0,3.0,2.0,2003.1658,376.49,7.0,373.93,358.61,95.15
2003.0,3.0,9.0,2003.1849,376.55,6.0,374.28,358.74,95.03
2003.0,3.0,16.0,2003.2041,376.15,5.0,374.65,358.39,94.42
2003.0,3.0,23.0,2003.2233,377.18,7.0,374.3,358.3,95.24
2003.0,3.0,30.0,2003.2425,377.03,7.0,374.48,359.3,94.86
2003.0,4.0,6.0,2003.2616,377.32,7.0,374.73,358.77,94.91
2003.0,4.0,13.0,2003.2808,377.98,4.0,375.21,359.22,95.34
2003.0,4.0,20.0,2003.3,378.54,7.0,375.5,359.79,95.71
2003.0,4.0,27.0,2003.3192,378.81,7.0,376.23,359.84,95.83
2003.0,5.0,4.0,2003.3384,378.25,6.0,375.78,359.58,95.17
2003.0,5.0,11.0,2003.3575,378.25,7.0,375.23,360.42,95.14
2003.0,5.0,18.0,2003.3767,379.62,7.0,376.07,360.71,96.55
2003.0,5.0,25.0,2003.3959,378.91,7.0,376.39,360.78,95.94
2003.0,6.0,1.0,2003.4151,378.59,6.0,376.11,359.96,95.81
2003.0,6.0,8.0,2003.4342,378.68,4.0,375.73,359.97,96.14
2003.0,6.0,15.0,2003.4534,378.3,7.0,375.38,359.71,96.07
2003.0,6.0,22.0,2003.4726,378.49,6.0,375.78,359.31,96.62
2003.0,6.0,29.0,2003.4918,377.75,6.0,374.96,358.55,96.29
2003.0,7.0,6.0,2003.511,376.74,7.0,374.69,357.9,95.71
2003.0,7.0,13.0,2003.5301,377.41,6.0,374.22,358.02,96.86
2003.0,7.0,20.0,2003.5493,376.57,7.0,374.02,356.91,96.52
2003.0,7.0,27.0,2003.5685,376.08,7.0,373.21,356.56,96.56
2003.0,8.0,3.0,2003.5877,375.12,6.0,372.84,356.52,96.12
2003.0,8.0,10.0,2003.6068,374.9,7.0,372.34,355.89,96.43
2003.0,8.0,17.0,2003.626,374.06,6.0,371.44,355.39,96.08
2003.0,8.0,24.0,2003.6452,373.61,2.0,370.98,355.0,96.09
2003.0,8.0,31.0,2003.6644,373.37,3.0,370.65,354.3,96.25
2003.0,9.0,7.0,2003.6836,373.3,7.0,371.57,354.23,96.5
2003.0,9.0,14.0,2003.7027,373.05,6.0,371.17,354.28,96.48
2003.0,9.0,21.0,2003.7219,373.51,6.0,370.67,354.03,97.08
2003.0,9.0,28.0,2003.7411,373.45,7.0,370.1,354.33,97.05
2003.0,10.0,5.0,2003.7603,373.09,7.0,370.1,354.15,96.64
2003.0,10.0,12.0,2003.7795,372.95,7.0,371.24,354.01,96.36
2003.0,10.0,19.0,2003.7986,373.6,6.0,371.05,354.54,96.79
2003.0,10.0,26.0,2003.8178,373.57,6.0,371.1,354.45,96.48
2003.0,11.0,2.0,2003.837,374.13,4.0,372.1,354.77,96.74
2003.0,11.0,9.0,2003.8562,374.7,7.0,372.01,355.16,96.98
2003.0,11.0,16.0,2003.8753,375.06,7.0,372.77,355.81,97.01
2003.0,11.0,23.0,2003.8945,375.45,7.0,372.93,356.15,97.07
2003.0,11.0,30.0,2003.9137,375.49,7.0,373.12,356.3,96.79
2003.0,12.0,7.0,2003.9329,375.95,7.0,373.79,356.67,96.96
2003.0,12.0,14.0,2003.9521,376.51,7.0,373.76,356.98,97.23
2003.0,12.0,21.0,2003.9712,376.31,4.0,374.47,357.57,96.77
2003.0,12.0,28.0,2003.9904,376.53,6.0,374.92,357.6,96.74
2004.0,1.0,4.0,2004.0096,376.51,7.0,374.67,358.31,96.56
2004.0,1.0,11.0,2004.0287,377.13,7.0,375.17,358.31,96.97
2004.0,1.0,18.0,2004.0478,377.28,7.0,375.18,358.46,96.94
2004.0,1.0,25.0,2004.0669,378.13,6.0,375.39,358.41,97.61
2004.0,2.0,1.0,2004.0861,378.06,7.0,375.31,358.34,97.37
2004.0,2.0,8.0,2004.1052,378.61,7.0,375.23,359.09,97.77
2004.0,2.0,15.0,2004.1243,377.67,7.0,376.51,358.93,96.69
2004.0,2.0,22.0,2004.1434,377.79,7.0,376.27,359.54,96.65
2004.0,2.0,29.0,2004.1626,378.46,7.0,376.46,358.82,97.15
2004.0,3.0,7.0,2004.1817,379.14,5.0,376.52,359.78,97.64
2004.0,3.0,14.0,2004.2008,379.4,6.0,376.15,360.62,97.7
2004.0,3.0,21.0,2004.2199,378.67,7.0,377.12,360.91,96.74
2004.0,3.0,28.0,2004.2391,379.9,7.0,377.06,360.78,97.72
2004.0,4.0,4.0,2004.2582,380.2,5.0,377.34,361.23,97.78
2004.0,4.0,11.0,2004.2773,380.92,7.0,377.69,361.16,98.26
2004.0,4.0,18.0,2004.2964,380.56,5.0,378.48,361.24,97.69
2004.0,4.0,25.0,2004.3156,380.82,7.0,378.82,362.34,97.77
2004.0,5.0,2.0,2004.3347,380.9,6.0,378.34,361.94,97.73
2004.0,5.0,9.0,2004.3538,380.89,7.0,378.02,361.45,97.67
2004.0,5.0,16.0,2004.373,380.43,7.0,379.73,361.93,97.24
2004.0,5.0,23.0,2004.3921,381.25,5.0,379.07,361.71,98.16
2004.0,5.0,30.0,2004.4112,380.11,7.0,378.51,361.33,97.21
2004.0,6.0,6.0,2004.4303,380.27,6.0,378.67,361.1,97.62
2004.0,6.0,13.0,2004.4495,380.34,3.0,378.39,361.06,97.99
2004.0,6.0,20.0,2004.4686,379.55,5.0,378.47,360.82,97.57
2004.0,6.0,27.0,2004.4877,379.32,5.0,377.89,360.08,97.75
2004.0,7.0,4.0,2004.5068,378.5,4.0,376.73,360.03,97.38
2004.0,7.0,11.0,2004.526,378.07,5.0,377.4,359.73,97.43
2004.0,7.0,18.0,2004.5451,376.92,7.0,376.63,359.24,96.78
2004.0,7.0,25.0,2004.5642,376.59,6.0,376.07,359.05,96.96
2004.0,8.0,1.0,2004.5833,376.91,4.0,375.47,358.38,97.81
2004.0,8.0,8.0,2004.6025,376.41,6.0,374.87,358.06,97.84
2004.0,8.0,15.0,2004.6216,375.95,4.0,373.96,357.76,97.88
2004.0,8.0,22.0,2004.6407,376.26,2.0,374.08,356.68,98.67
2004.0,8.0,29.0,2004.6598,374.17,1.0,373.19,356.34,96.99
2004.0,9.0,5.0,2004.679,374.62,6.0,373.45,356.69,97.79
2004.0,9.0,12.0,2004.6981,374.23,4.0,372.95,355.15,97.65
2004.0,9.0,19.0,2004.7172,374.57,3.0,373.47,355.76,98.17
2004.0,9.0,26.0,2004.7363,374.48,3.0,373.44,355.51,98.13
2004.0,10.0,3.0,2004.7555,374.16,5.0,373.12,355.84,97.78
2004.0,10.0,10.0,2004.7746,374.4,7.0,372.99,356.05,97.88
2004.0,10.0,17.0,2004.7937,374.74,7.0,373.48,356.38,98.02
2004.0,10.0,24.0,2004.8128,375.13,7.0,373.58,356.64,98.15
2004.0,10.0,31.0,2004.832,375.48,6.0,374.2,356.85,98.2
2004.0,11.0,7.0,2004.8511,375.63,7.0,374.51,357.18,98.01
2004.0,11.0,14.0,2004.8702,376.98,7.0,375.08,358.3,99.03
2004.0,11.0,21.0,2004.8893,376.9,7.0,375.46,357.83,98.61
2004.0,11.0,28.0,2004.9085,376.99,7.0,375.45,358.29,98.39
2004.0,12.0,5.0,2004.9276,377.72,7.0,375.76,358.94,98.82
2004.0,12.0,12.0,2004.9467,377.4,7.0,376.59,359.48,98.23
2004.0,12.0,19.0,2004.9658,377.95,7.0,376.29,358.86,98.52
2004.0,12.0,26.0,2004.985,377.99,6.0,376.52,359.45,98.32
2005.0,1.0,2.0,2005.0041,378.36,7.0,376.53,359.82,98.43
2005.0,1.0,9.0,2005.0233,378.61,7.0,377.07,359.98,98.46
2005.0,1.0,16.0,2005.0425,378.52,7.0,377.12,360.35,98.18
2005.0,1.0,23.0,2005.0616,378.8,7.0,378.07,360.11,98.3
2005.0,1.0,30.0,2005.0808,379.59,6.0,378.08,360.28,98.94
2005.0,2.0,6.0,2005.1,379.4,6.0,378.58,361.05,98.63
2005.0,2.0,13.0,2005.1192,380.1,5.0,377.84,361.13,99.21
2005.0,2.0,20.0,2005.1384,380.05,7.0,377.62,361.14,99.04
2005.0,2.0,27.0,2005.1575,381.54,5.0,378.51,362.1,100.39
2005.0,3.0,6.0,2005.1767,380.24,5.0,379.09,361.71,98.92
2005.0,3.0,13.0,2005.1959,381.46,7.0,379.22,361.25,99.96
2005.0,3.0,20.0,2005.2151,380.4,7.0,378.78,361.88,98.67
2005.0,3.0,27.0,2005.2342,381.95,6.0,379.82,363.42,99.98
2005.0,4.0,3.0,2005.2534,382.49,6.0,379.87,363.7,100.25
2005.0,4.0,10.0,2005.2726,382.28,5.0,380.91,363.12,99.78
2005.0,4.0,17.0,2005.2918,382.35,7.0,380.47,363.13,99.6
2005.0,4.0,24.0,2005.311,382.76,6.0,380.97,363.6,99.8
2005.0,5.0,1.0,2005.3301,382.13,7.0,380.74,362.96,99.02
2005.0,5.0,8.0,2005.3493,382.15,7.0,381.0,364.03,98.95
2005.0,5.0,15.0,2005.3685,382.82,7.0,380.35,364.49,99.61
2005.0,5.0,22.0,2005.3877,383.2,7.0,381.17,363.73,100.07
2005.0,5.0,29.0,2005.4068,382.98,7.0,380.41,364.02,100.01
2005.0,6.0,5.0,2005.426,382.82,7.0,380.06,363.82,100.07
2005.0,6.0,12.0,2005.4452,382.6,6.0,380.39,363.08,100.14
2005.0,6.0,19.0,2005.4644,382.13,7.0,379.56,363.02,100.03
2005.0,6.0,26.0,2005.4836,381.56,6.0,379.38,362.56,99.85
2005.0,7.0,3.0,2005.5027,381.28,6.0,378.7,362.39,100.02
2005.0,7.0,10.0,2005.5219,381.05,6.0,378.12,362.19,100.26
2005.0,7.0,17.0,2005.5411,380.95,7.0,377.02,361.47,100.65
2005.0,7.0,24.0,2005.5603,380.34,7.0,376.85,360.94,100.57
2005.0,7.0,31.0,2005.5795,380.03,6.0,376.71,360.34,100.79
2005.0,8.0,7.0,2005.5986,379.1,6.0,376.49,359.8,100.39
2005.0,8.0,14.0,2005.6178,379.02,7.0,375.97,358.82,100.83
2005.0,8.0,21.0,2005.637,378.18,6.0,376.2,358.95,100.47
2005.0,8.0,28.0,2005.6562,378.14,4.0,374.17,358.0,100.86
2005.0,9.0,4.0,2005.6753,377.55,6.0,374.69,358.44,100.62
2005.0,9.0,11.0,2005.6945,376.41,7.0,374.21,358.8,99.75
2005.0,9.0,18.0,2005.7137,376.53,6.0,374.52,358.79,100.04
2005.0,9.0,25.0,2005.7329,376.64,7.0,374.6,357.75,100.22
2005.0,10.0,2.0,2005.7521,376.83,7.0,374.17,357.93,100.39
2005.0,10.0,9.0,2005.7712,377.1,4.0,374.39,357.84,100.54
2005.0,10.0,16.0,2005.7904,,0.0,374.67,358.21,
2005.0,10.0,23.0,2005.8096,377.7,2.0,375.07,358.44,100.71
2005.0,10.0,30.0,2005.8288,378.0,3.0,375.43,359.02,100.73
2005.0,11.0,6.0,2005.8479,378.14,7.0,375.64,359.3,100.55
2005.0,11.0,13.0,2005.8671,379.05,5.0,376.85,359.75,101.15
2005.0,11.0,20.0,2005.8863,378.68,4.0,376.86,359.98,100.46
2005.0,11.0,27.0,2005.9055,379.22,7.0,376.89,360.01,100.68
2005.0,12.0,4.0,2005.9247,380.12,6.0,377.64,360.43,101.29
2005.0,12.0,11.0,2005.9438,380.37,7.0,377.47,360.71,101.25
2005.0,12.0,18.0,2005.963,380.44,4.0,377.91,360.8,101.04
2005.0,12.0,25.0,2005.9822,380.69,6.0,377.93,361.65,101.03
2006.0,1.0,1.0,2006.0014,381.46,3.0,378.33,361.98,101.58
2006.0,1.0,8.0,2006.0205,381.4,7.0,378.56,362.37,101.3
2006.0,1.0,15.0,2006.0397,381.75,4.0,378.54,362.06,101.45
2006.0,1.0,22.0,2006.0589,381.82,7.0,378.74,362.37,101.33
2006.0,1.0,29.0,2006.0781,381.82,6.0,379.5,362.52,101.19
2006.0,2.0,5.0,2006.0973,382.49,5.0,379.38,363.44,101.71
2006.0,2.0,12.0,2006.1164,382.8,7.0,380.29,362.91,101.9
2006.0,2.0,19.0,2006.1356,382.13,7.0,379.83,363.92,101.1
2006.0,2.0,26.0,2006.1548,382.33,7.0,381.37,363.9,101.17
2006.0,3.0,5.0,2006.174,383.08,6.0,380.16,364.02,101.76
2006.0,3.0,12.0,2006.1932,383.06,7.0,381.53,363.97,101.55
2006.0,3.0,19.0,2006.2123,383.09,6.0,380.6,364.7,101.37
2006.0,3.0,26.0,2006.2315,382.62,6.0,381.5,364.49,100.65
2006.0,4.0,2.0,2006.2507,384.37,4.0,382.45,364.61,102.13
2006.0,4.0,9.0,2006.2699,384.96,6.0,382.32,364.56,102.46
2006.0,4.0,16.0,2006.289,385.05,7.0,382.3,364.75,102.3
2006.0,4.0,23.0,2006.3082,384.94,7.0,382.67,364.85,101.97
2006.0,4.0,30.0,2006.3274,385.07,6.0,382.37,365.17,101.94
2006.0,5.0,7.0,2006.3466,385.21,6.0,382.02,364.85,101.99
2006.0,5.0,14.0,2006.3658,385.51,5.0,382.76,365.51,102.28
2006.0,5.0,21.0,2006.3849,385.14,6.0,383.21,365.39,101.99
2006.0,5.0,28.0,2006.4041,384.85,5.0,383.01,365.14,101.85
2006.0,6.0,4.0,2006.4233,384.37,6.0,382.81,365.27,101.6
2006.0,6.0,11.0,2006.4425,384.46,7.0,382.6,365.22,101.99
2006.0,6.0,18.0,2006.4616,384.12,6.0,382.26,365.27,102.0
2006.0,6.0,25.0,2006.4808,383.63,7.0,381.58,364.53,101.91
2006.0,7.0,2.0,2006.5,383.3,6.0,381.35,364.49,102.01
2006.0,7.0,9.0,2006.5192,383.01,5.0,381.07,363.8,102.19
2006.0,7.0,16.0,2006.5384,381.99,4.0,381.03,363.64,101.64
2006.0,7.0,23.0,2006.5575,382.3,6.0,380.36,363.25,102.47
2006.0,7.0,30.0,2006.5767,381.7,7.0,380.02,362.1,102.38
2006.0,8.0,6.0,2006.5959,380.78,5.0,379.22,362.19,101.98
2006.0,8.0,13.0,2006.6151,380.59,6.0,379.18,361.77,102.3
2006.0,8.0,20.0,2006.6342,379.98,6.0,378.38,361.13,102.17
2006.0,8.0,27.0,2006.6534,379.74,6.0,378.01,360.99,102.38
2006.0,9.0,3.0,2006.6726,378.81,5.0,377.55,360.09,101.81
2006.0,9.0,10.0,2006.6918,379.36,5.0,376.33,360.23,102.66
2006.0,9.0,17.0,2006.711,378.86,7.0,376.59,358.88,102.35
2006.0,9.0,24.0,2006.7301,379.06,7.0,376.67,359.33,102.65
2006.0,10.0,1.0,2006.7493,379.11,5.0,376.78,359.39,102.7
2006.0,10.0,8.0,2006.7685,379.09,7.0,377.06,359.61,102.58
2006.0,10.0,15.0,2006.7877,379.12,4.0,,359.95,102.44
2006.0,10.0,22.0,2006.8068,379.67,4.0,377.67,359.72,102.75
2006.0,10.0,29.0,2006.826,379.84,7.0,377.86,360.14,102.63
2006.0,11.0,5.0,2006.8452,379.96,7.0,378.22,360.5,102.44
2006.0,11.0,12.0,2006.8644,380.19,7.0,378.73,361.04,102.35
2006.0,11.0,19.0,2006.8836,380.57,7.0,378.84,361.58,102.41
2006.0,11.0,26.0,2006.9027,381.44,6.0,378.99,361.39,102.96
2006.0,12.0,3.0,2006.9219,381.67,7.0,380.1,362.1,102.9
2006.0,12.0,10.0,2006.9411,381.9,7.0,380.36,362.26,102.84
2006.0,12.0,17.0,2006.9603,382.39,5.0,380.28,362.65,103.05
2006.0,12.0,24.0,2006.9795,382.18,5.0,380.72,362.51,102.58
2006.0,12.0,31.0,2006.9986,382.29,7.0,381.48,362.95,102.52
2007.0,1.0,7.0,2007.0178,383.14,3.0,381.33,363.13,103.12
2007.0,1.0,14.0,2007.037,382.65,5.0,381.79,363.2,102.41
2007.0,1.0,21.0,2007.0562,383.77,6.0,381.74,363.62,103.3
2007.0,1.0,28.0,2007.0753,383.88,7.0,381.73,363.39,103.23
